JobId,User,Queue,SubmitTime,BeginTime,FinishedTime,SlotNum,RunTime,SummaryTime,Status,ExecutionCmd
299659,big,bioblade,2018/07/19/08:41,2018/07/19/08:41,2018/07/19/10:13,1,5487,5487,Done,perl
299333,big,bioblade,2018/07/18/21:30,2018/07/18/21:30,2018/07/19/12:19,24,53338,1280112,Done,bash
301567,big,bioblade,2018/07/20/11:44,2018/07/20/11:44,2018/07/20/11:47,1,127,127,Done,perl
301586,big,bioblade,2018/07/20/11:53,2018/07/20/11:53,2018/07/20/11:55,1,147,147,Done,perl
304466,big,bioblade,2018/07/21/11:25,2018/07/21/11:25,2018/07/21/11:54,1,1780,1780,Done,TransDecoder.LongOrfs
304562,big,bioblade,2018/07/21/12:52,2018/07/21/12:52,2018/07/21/13:05,1,807,807,Done,TransDecoder.LongOrfs
304652,big,bioblade,2018/07/21/14:00,2018/07/21/14:00,2018/07/21/14:16,1,973,973,Done,TransDecoder.LongOrfs
304708,big,bioblade,2018/07/21/14:54,2018/07/21/14:54,2018/07/21/15:02,1,460,460,Done,TransDecoder.LongOrfs
304877,big,bioblade,2018/07/21/17:31,2018/07/21/17:31,2018/07/21/17:36,1,312,312,Done,TransDecoder.LongOrfs
305243,big,bioblade,2018/07/21/23:03,2018/07/21/23:03,2018/07/21/23:13,1,573,573,Done,TransDecoder.LongOrfs
305270,big,bioblade,2018/07/21/23:28,2018/07/21/23:28,2018/07/21/23:39,1,652,652,Done,TransDecoder.LongOrfs
309984,big,bioblade,2018/07/27/13:37,2018/07/27/13:37,2018/07/27/13:37,24,0,0,Done,perl
309985,big,bioblade,2018/07/27/13:41,2018/07/27/13:41,2018/07/27/13:41,24,0,0,Done,perl
309986,big,bioblade,2018/07/27/13:43,2018/07/27/13:43,2018/07/27/13:47,24,234,5616,Exit,perl
309987,big,bioblade,2018/07/27/13:46,2018/07/27/13:46,2018/07/27/14:10,24,1442,34608,Done,perl
312495,big,bioblade,2018/07/31/11:25,2018/07/31/11:25,2018/07/31/11:25,30,2,60,Done,bash
312496,big,bioblade,2018/07/31/11:29,2018/07/31/11:29,2018/07/31/11:29,30,0,0,Done,bash
312548,big,bioblade,2018/07/31/12:58,2018/07/31/12:58,2018/07/31/12:58,30,1,30,Done,bash
312694,big,bioblade,2018/07/31/16:37,2018/07/31/16:37,2018/07/31/16:41,1,207,207,Exit,bash
312704,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:23,1,2416,2416,Done,cutadapt
312698,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:23,1,2459,2459,Done,cutadapt
312711,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:26,1,2613,2613,Done,cutadapt
312716,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:26,1,2630,2630,Done,cutadapt
312721,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:26,1,2636,2636,Done,cutadapt
312706,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:26,1,2640,2640,Done,cutadapt
312707,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:26,1,2644,2644,Done,cutadapt
312718,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2646,2646,Done,cutadapt
312702,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2652,2652,Done,cutadapt
312714,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2652,2652,Done,cutadapt
312703,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2665,2665,Done,cutadapt
312720,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2674,2674,Done,cutadapt
312719,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2678,2678,Done,cutadapt
312710,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:27,1,2684,2684,Done,cutadapt
312717,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:28,1,2732,2732,Done,cutadapt
312705,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:28,1,2745,2745,Done,cutadapt
312700,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:29,1,2803,2803,Done,cutadapt
312701,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:29,1,2811,2811,Done,cutadapt
312708,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:34,1,3102,3102,Done,cutadapt
312713,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:36,1,3215,3215,Done,cutadapt
312715,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:39,1,3410,3410,Done,cutadapt
312709,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:44,1,3704,3704,Done,cutadapt
312699,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:46,1,3802,3802,Done,cutadapt
312712,big,bioblade,2018/07/31/16:42,2018/07/31/16:42,2018/07/31/17:46,1,3801,3801,Done,cutadapt
312973,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:34,1,648,648,Done,cutadapt
312974,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:34,1,666,666,Done,cutadapt
312979,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:36,1,794,794,Done,cutadapt
312969,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:36,1,807,807,Done,cutadapt
312975,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:36,1,809,809,Done,cutadapt
312980,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:36,1,809,809,Done,cutadapt
312970,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:37,1,820,820,Done,cutadapt
312976,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:37,1,824,824,Done,cutadapt
312983,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:37,1,839,839,Done,cutadapt
312984,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:37,1,840,840,Done,cutadapt
312985,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:37,1,855,855,Done,cutadapt
312986,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:38,1,870,870,Done,cutadapt
312977,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:38,1,883,883,Done,cutadapt
312981,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:38,1,906,906,Done,cutadapt
312978,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:38,1,914,914,Done,cutadapt
312982,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:38,1,920,920,Done,cutadapt
312965,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:38,1,929,929,Done,cutadapt
312966,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:39,1,939,939,Done,cutadapt
312971,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:39,1,938,938,Done,cutadapt
312972,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:39,1,957,957,Done,cutadapt
312964,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:39,1,963,963,Done,cutadapt
312963,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:39,1,966,966,Done,cutadapt
312967,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:40,1,1015,1015,Done,cutadapt
312968,big,bioblade,2018/08/01/11:23,2018/08/01/11:23,2018/08/01/11:40,1,1026,1026,Done,cutadapt
313012,big,bioblade,2018/08/01/13:04,2018/08/01/13:04,2018/08/01/13:04,24,5,120,Done,/share/home/dnabox/softwares/metagenome/eggnog-mapper-1.0.3/emapper.py
313013,big,bioblade,2018/08/01/13:11,2018/08/01/13:11,2018/08/01/13:49,24,2265,54360,Done,/share/home/dnabox/softwares/metagenome/eggnog-mapper-1.0.3/emapper.py
313018,big,bioblade,2018/08/01/13:17,2018/08/01/13:17,2018/08/01/14:10,24,3171,76104,Exit,blastp
313077,big,bioblade,2018/08/01/14:10,2018/08/01/14:35,2018/08/02/01:50,24,40470,971280,Done,blastp
312549,big,bioblade,2018/07/31/13:20,2018/07/31/13:20,2018/08/03/14:59,30,265124,7953720,Done,bash
315573,big,bioblade,2018/08/03/16:42,2018/08/03/16:42,2018/08/03/16:42,58,1,58,Done,bash
315583,big,bioblade,2018/08/03/16:46,2018/08/03/16:46,2018/08/03/16:46,58,0,0,Done,bash
315495,big,bioblade,2018/08/03/10:30,2018/08/03/10:30,2018/08/04/10:56,28,87956,2462768,Done,bash
316901,big,bioblade,2018/08/06/10:23,2018/08/06/10:23,2018/08/06/10:44,24,1247,29928,Done,bash
315584,big,bioblade,2018/08/03/16:47,2018/08/03/16:47,2018/08/07/19:19,58,354683,20571614,Done,bash
317288,big,bioblade,2018/08/07/21:44,2018/08/07/21:44,2018/08/07/21:44,58,2,116,Done,bash
317290,big,bioblade,2018/08/07/21:45,2018/08/07/21:45,2018/08/07/21:45,58,0,0,Done,bash
317292,big,bioblade,2018/08/07/21:47,2018/08/07/21:47,2018/08/07/21:47,58,1,58,Done,bash
317293,big,bioblade,2018/08/07/21:48,2018/08/07/21:48,2018/08/07/21:48,58,1,58,Done,bash
317297,big,bioblade,2018/08/07/21:58,2018/08/07/21:58,2018/08/07/21:58,58,0,0,Done,bash
317298,big,bioblade,2018/08/07/21:59,2018/08/07/21:59,2018/08/07/21:59,58,0,0,Done,bash
317301,big,bioblade,2018/08/07/22:02,2018/08/07/22:02,2018/08/07/22:02,58,1,58,Done,bash
317302,big,bioblade,2018/08/07/22:04,2018/08/07/22:04,2018/08/07/22:13,58,575,33350,Exit,bash
317401,big,bioblade,2018/08/08/12:33,--------------,2018/08/08/12:58,58,0,0,Exit,bash
317406,big,bioblade,2018/08/08/12:59,2018/08/08/12:59,2018/08/08/12:59,1,0,0,Done,ulimit
317381,big,bioblade,2018/08/08/11:02,2018/08/08/11:02,2018/08/08/13:14,24,7925,190200,Done,python
317382,big,bioblade,2018/08/08/11:05,2018/08/08/11:05,2018/08/08/13:30,24,8676,208224,Done,python
317440,big,bioblade,2018/08/08/14:15,2018/08/08/14:15,2018/08/08/14:15,1,1,1,Done,ulimit
317441,big,bioblade,2018/08/08/14:15,2018/08/08/14:15,2018/08/08/14:15,1,0,0,Done,ulimit
317380,big,bioblade,2018/08/08/11:00,2018/08/08/11:00,2018/08/08/14:17,24,11818,283632,Done,python
317444,big,bioblade,2018/08/08/14:19,2018/08/08/14:19,2018/08/08/14:19,1,1,1,Done,ulimit
317372,big,bioblade,2018/08/08/10:41,2018/08/08/10:41,2018/08/08/14:23,24,13319,319656,Done,python
317445,big,bioblade,2018/08/08/14:25,2018/08/08/14:25,2018/08/08/14:25,1,1,1,Done,ulimit
317446,big,bioblade,2018/08/08/14:36,2018/08/08/14:36,2018/08/08/14:36,1,0,0,Done,ulimit
317405,big,bioblade,2018/08/08/12:58,2018/08/08/12:58,2018/08/08/14:44,5,6378,31890,Exit,bash
317455,big,bioblade,2018/08/08/15:15,2018/08/08/15:19,2018/08/08/15:19,1,0,0,Done,ulimit
317458,big,bioblade,2018/08/08/15:20,2018/08/08/15:20,2018/08/08/15:20,58,0,0,Done,bsah
317460,big,bioblade,2018/08/08/15:21,2018/08/08/15:21,2018/08/08/15:21,58,0,0,Done,bshh
317473,big,bioblade,2018/08/08/15:55,2018/08/08/15:55,2018/08/08/16:59,24,3869,92856,Done,python
317472,big,bioblade,2018/08/08/15:55,2018/08/08/15:55,2018/08/08/17:14,24,4757,114168,Done,python
317471,big,bioblade,2018/08/08/15:54,2018/08/08/15:54,2018/08/08/17:20,24,5146,123504,Done,python
317474,big,bioblade,2018/08/08/15:59,2018/08/08/16:59,2018/08/08/18:24,24,5075,121800,Done,python
317475,big,bioblade,2018/08/08/15:59,2018/08/08/17:14,2018/08/08/18:33,24,4757,114168,Done,python
317476,big,bioblade,2018/08/08/16:23,2018/08/08/17:20,2018/08/08/18:44,24,5004,120096,Done,python
317477,big,bioblade,2018/08/08/16:24,2018/08/08/18:24,2018/08/08/19:37,24,4354,104496,Done,python
317478,big,bioblade,2018/08/08/16:24,2018/08/08/18:33,2018/08/08/19:54,24,4845,116280,Done,python
317479,big,bioblade,2018/08/08/16:24,2018/08/08/18:44,2018/08/08/19:59,24,4537,108888,Done,python
317480,big,bioblade,2018/08/08/16:24,2018/08/08/19:37,2018/08/08/21:05,24,5330,127920,Done,python
317520,big,bioblade,2018/08/09/09:47,2018/08/09/09:47,2018/08/09/12:13,24,8807,211368,Done,python
317522,big,bioblade,2018/08/09/09:51,2018/08/09/09:51,2018/08/09/12:14,24,8557,205368,Done,python
317521,big,bioblade,2018/08/09/09:47,2018/08/09/09:47,2018/08/09/13:23,24,12954,310896,Done,python
317562,big,bioblade,2018/08/09/14:09,2018/08/09/14:09,2018/08/09/16:38,24,8903,213672,Done,python
317605,big,bioblade,2018/08/09/17:32,2018/08/09/17:32,2018/08/09/17:51,24,1127,27048,Done,bash
317564,big,bioblade,2018/08/09/14:10,2018/08/09/14:10,2018/08/09/17:51,24,13248,317952,Done,python
